 STUDY_ID,SAMPLE_ID,F2
nsclc_tcga_broad_2016,TCGA-05-4432-01,1
nsclc_tcga_broad_2016,TCGA-05-4430-01,0
nsclc_tcga_broad_2016,TCGA-05-4427-01,-1
nsclc_tcga_broad_2016,TCGA-05-4426-01,0
nsclc_tcga_broad_2016,TCGA-05-4424-01,0
nsclc_tcga_broad_2016,TCGA-05-4422-01,0
nsclc_tcga_broad_2016,TCGA-05-4420-01,1
nsclc_tcga_broad_2016,TCGA-05-4418-01,0
nsclc_tcga_broad_2016,TCGA-05-4417-01,1
nsclc_tcga_broad_2016,TCGA-05-4415-01,1
nsclc_tcga_broad_2016,TCGA-05-4410-01,-1
nsclc_tcga_broad_2016,TCGA-05-4405-01,0
nsclc_tcga_broad_2016,TCGA-05-4403-01,0
nsclc_tcga_broad_2016,TCGA-05-4402-01,1
nsclc_tcga_broad_2016,TCGA-05-4398-01,0
nsclc_tcga_broad_2016,TCGA-05-4397-01,0
nsclc_tcga_broad_2016,TCGA-05-4396-01,0
nsclc_tcga_broad_2016,TCGA-05-4395-01,0
nsclc_tcga_broad_2016,TCGA-05-4390-01,-1
nsclc_tcga_broad_2016,TCGA-05-4389-01,1
nsclc_tcga_broad_2016,TCGA-05-4384-01,0
nsclc_tcga_broad_2016,TCGA-05-4382-01,-1
nsclc_tcga_broad_2016,TCGA-05-4250-01,0
nsclc_tcga_broad_2016,TCGA-05-4249-01,0
nsclc_tcga_broad_2016,TCGA-05-4244-01,1
nsclc_tcga_broad_2016,LUAD_E01419-Tumor,-1
nsclc_tcga_broad_2016,LUAD_E01319-Tumor,0
nsclc_tcga_broad_2016,LUAD_E01166-Tumor,-1
nsclc_tcga_broad_2016,LUAD_E01147-Tumor,0
nsclc_tcga_broad_2016,LUAD_E01086-Tumor,0
nsclc_tcga_broad_2016,LUAD_E01047-Tumor,-1
nsclc_tcga_broad_2016,LUAD_E00945-Tumor,0
nsclc_tcga_broad_2016,LUAD_E00703-Tumor,0
nsclc_tcga_broad_2016,LUAD_E00623-Tumor,-1
nsclc_tcga_broad_2016,LUAD_E00565-Tumor,1
nsclc_tcga_broad_2016,LUAD_E00522-Tumor,1
nsclc_tcga_broad_2016,LUAD-YKER9-Tumor,0
nsclc_tcga_broad_2016,LUAD-YINHD-Tumor,0
nsclc_tcga_broad_2016,LUAD-VUMN6-Tumor,0
nsclc_tcga_broad_2016,LUAD-UF7HM-Tumor,0
nsclc_tcga_broad_2016,LUAD-U6SJ7-Tumor,0
nsclc_tcga_broad_2016,LUAD-TLLGS-Tumor,-1
nsclc_tcga_broad_2016,LUAD-TJW61-Tumor,-1
nsclc_tcga_broad_2016,LUAD-S01482-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01478-Tumor,-1
nsclc_tcga_broad_2016,LUAD-S01474-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01473-Tumor,1
nsclc_tcga_broad_2016,LUAD-S01468-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01467-Tumor,1
nsclc_tcga_broad_2016,LUAD-S01413-Tumor,1
nsclc_tcga_broad_2016,LUAD-S01409-Tumor,-1
nsclc_tcga_broad_2016,LUAD-S01407-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01405-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01404-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01381-Tumor,-1
nsclc_tcga_broad_2016,LUAD-S01373-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01362-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01356-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01354-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01346-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01345-Tumor,1
nsclc_tcga_broad_2016,LUAD-S01341-Tumor,-1
nsclc_tcga_broad_2016,LUAD-S01331-Tumor,0
nsclc_tcga_broad_2016,LUAD-S01320-Tumor,1
nsclc_tcga_broad_2016,LUAD-S01315-Tumor,1
nsclc_tcga_broad_2016,LUAD-S01306-Tumor,-1
nsclc_tcga_broad_2016,LUAD-S01304-Tumor,1
nsclc_tcga_broad_2016,LUAD-S01302-Tumor,-1
nsclc_tcga_broad_2016,LUAD-S00499-Tumor,-1
nsclc_tcga_broad_2016,LUAD-S00488-Tumor,0
nsclc_tcga_broad_2016,LUAD-S00486-Tumor,0
nsclc_tcga_broad_2016,LUAD-S00484-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01866-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01856-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01852-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01840-Tumor,-1
nsclc_tcga_broad_2016,LUAD-RT-S01832-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01831-Tumor,1
nsclc_tcga_broad_2016,LUAD-RT-S01818-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01813-Tumor,-1
nsclc_tcga_broad_2016,LUAD-RT-S01810-Tumor,1
nsclc_tcga_broad_2016,LUAD-RT-S01808-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01777-Tumor,1
nsclc_tcga_broad_2016,LUAD-RT-S01774-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01771-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01770-Tumor,-1
nsclc_tcga_broad_2016,LUAD-RT-S01769-Tumor,1
nsclc_tcga_broad_2016,LUAD-RT-S01721-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01711-Tumor,1
nsclc_tcga_broad_2016,LUAD-RT-S01709-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01707-Tumor,1
nsclc_tcga_broad_2016,LUAD-RT-S01703-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01702-Tumor,1
nsclc_tcga_broad_2016,LUAD-RT-S01700-Tumor,1
nsclc_tcga_broad_2016,LUAD-RT-S01699-Tumor,-1
nsclc_tcga_broad_2016,LUAD-RT-S01477-Tumor,0
nsclc_tcga_broad_2016,LUAD-RT-S01301-Tumor,0
nsclc_tcga_broad_2016,LUAD-RS5Q7-Tumor,1
nsclc_tcga_broad_2016,LUAD-QY22Z-Tumor,1
nsclc_tcga_broad_2016,LUAD-QJN9L-Tumor,1
nsclc_tcga_broad_2016,LUAD-NYU994-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU848-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU847-Tumor,1
nsclc_tcga_broad_2016,LUAD-NYU803-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU796-Tumor,1
nsclc_tcga_broad_2016,LUAD-NYU776-Tumor,-1
nsclc_tcga_broad_2016,LUAD-NYU739-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU704-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU689-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU605-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU592-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU575-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU330-Tumor,-1
nsclc_tcga_broad_2016,LUAD-NYU279-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU263-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU213-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU129-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU1177-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU1142-Tumor,1
nsclc_tcga_broad_2016,LUAD-NYU1128-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU1124-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU1027-Tumor,0
nsclc_tcga_broad_2016,LUAD-NYU1021-Tumor,0
nsclc_tcga_broad_2016,LUAD-LIP77-Tumor,0
nsclc_tcga_broad_2016,LUAD-LC15C-Tumor,0
nsclc_tcga_broad_2016,LUAD-GU4I3-Tumor,0
nsclc_tcga_broad_2016,LUAD-FH5PJ-Tumor,0
nsclc_tcga_broad_2016,LUAD-F00368-Tumor,-1
nsclc_tcga_broad_2016,LUAD-F00365-Tumor,0
nsclc_tcga_broad_2016,LUAD-F00282-Tumor,0
nsclc_tcga_broad_2016,LUAD-F00257-Tumor,-1
nsclc_tcga_broad_2016,LUAD-F00162-Tumor,0
nsclc_tcga_broad_2016,LUAD-F00134-Tumor,0
nsclc_tcga_broad_2016,LUAD-F00121-Tumor,0
nsclc_tcga_broad_2016,LUAD-F00089-Tumor,0
nsclc_tcga_broad_2016,LUAD-F00057-Tumor,0
nsclc_tcga_broad_2016,LUAD-F00018-Tumor,1
nsclc_tcga_broad_2016,LUAD-E01563-Tumor,0
nsclc_tcga_broad_2016,LUAD-E01317-Tumor,-1
nsclc_tcga_broad_2016,LUAD-E01278-Tumor,0
nsclc_tcga_broad_2016,LUAD-E01217-Tumor,0
nsclc_tcga_broad_2016,LUAD-E01014-Tumor,0
nsclc_tcga_broad_2016,LUAD-E00934-Tumor,1
nsclc_tcga_broad_2016,LUAD-E00918-Tumor,-1
nsclc_tcga_broad_2016,LUAD-E00443-Tumor,0
nsclc_tcga_broad_2016,LUAD-E00163-Tumor,0
nsclc_tcga_broad_2016,LUAD-D02326-Tumor,0
nsclc_tcga_broad_2016,LUAD-D02185-Tumor,1
nsclc_tcga_broad_2016,LUAD-D02085-Tumor,0
nsclc_tcga_broad_2016,LUAD-D01751-Tumor,0
nsclc_tcga_broad_2016,LUAD-D01603-Tumor,1
nsclc_tcga_broad_2016,LUAD-D01278-Tumor,1
nsclc_tcga_broad_2016,LUAD-D00147-Tumor,0
nsclc_tcga_broad_2016,LUAD-CHTN-Z4716A-Tumor,-1
nsclc_tcga_broad_2016,LUAD-CHTN-MAD08-00104-Tumor,0
nsclc_tcga_broad_2016,LUAD-CHTN-MAD06-00678-Tumor,1
nsclc_tcga_broad_2016,LUAD-CHTN-MAD06-00490-Tumor,0
nsclc_tcga_broad_2016,LUAD-CHTN-MAD04-00674-Tumor,-1
nsclc_tcga_broad_2016,LUAD-CHTN-4090680-Tumor,-1
nsclc_tcga_broad_2016,LUAD-CHTN-3090416-Tumor,0
nsclc_tcga_broad_2016,LUAD-CHTN-3090415-Tumor,1
nsclc_tcga_broad_2016,LUAD-CHTN-3090346-Tumor,-1
nsclc_tcga_broad_2016,LUAD-B02594-Tumor,0
nsclc_tcga_broad_2016,LUAD-B02515-Tumor,0
nsclc_tcga_broad_2016,LUAD-B02477-Tumor,0
nsclc_tcga_broad_2016,LUAD-B02077-Tumor,0
nsclc_tcga_broad_2016,LUAD-B02050-Tumor,1
nsclc_tcga_broad_2016,LUAD-B01970-Tumor,0
nsclc_tcga_broad_2016,LUAD-B01811-Tumor,2
nsclc_tcga_broad_2016,LUAD-B01246-Tumor,1
nsclc_tcga_broad_2016,LUAD-B01145-Tumor,0
nsclc_tcga_broad_2016,LUAD-B01102-Tumor,0
nsclc_tcga_broad_2016,LUAD-B01024-Tumor,1
nsclc_tcga_broad_2016,LUAD-B00915-Tumor,0
nsclc_tcga_broad_2016,LUAD-B00859-Tumor,0
nsclc_tcga_broad_2016,LUAD-B00631-Tumor,1
nsclc_tcga_broad_2016,LUAD-B00523-Tumor,0
nsclc_tcga_broad_2016,LUAD-B00416-Tumor,-1
nsclc_tcga_broad_2016,LUAD-B00390-Tumor,-1
nsclc_tcga_broad_2016,LUAD-AEIUF-Tumor,-1
nsclc_tcga_broad_2016,LUAD-74TBW-Tumor,-1
nsclc_tcga_broad_2016,LUAD-5V8LT-Tumor,0
nsclc_tcga_broad_2016,LUAD-5O6B5-Tumor,0
nsclc_tcga_broad_2016,LUAD-2GUGK-Tumor,0
nsclc_tcga_broad_2016,TCGA-XC-AA0X-01,-1
nsclc_tcga_broad_2016,TCGA-O2-A5IB-01,0
nsclc_tcga_broad_2016,TCGA-O2-A52W-01,-1
nsclc_tcga_broad_2016,TCGA-O2-A52V-01,-1
nsclc_tcga_broad_2016,TCGA-O2-A52S-01,0
nsclc_tcga_broad_2016,TCGA-O2-A52Q-01,-1
nsclc_tcga_broad_2016,TCGA-O2-A52N-01,1
nsclc_tcga_broad_2016,TCGA-NK-A7XE-01,1
nsclc_tcga_broad_2016,TCGA-NK-A5D1-01,-1
nsclc_tcga_broad_2016,TCGA-NK-A5CX-01,0
nsclc_tcga_broad_2016,TCGA-NK-A5CT-01,-1
nsclc_tcga_broad_2016,TCGA-NK-A5CR-01,-1
nsclc_tcga_broad_2016,TCGA-NC-A5HT-01,0
nsclc_tcga_broad_2016,TCGA-NC-A5HR-01,-1
nsclc_tcga_broad_2016,TCGA-NC-A5HQ-01,1
nsclc_tcga_broad_2016,TCGA-NC-A5HP-01,0
nsclc_tcga_broad_2016,TCGA-NC-A5HO-01,0
nsclc_tcga_broad_2016,TCGA-NC-A5HN-01,-1
nsclc_tcga_broad_2016,TCGA-NC-A5HM-01,1
nsclc_tcga_broad_2016,TCGA-NC-A5HL-01,-1
nsclc_tcga_broad_2016,TCGA-NC-A5HK-01,1
nsclc_tcga_broad_2016,TCGA-NC-A5HJ-01,-1
nsclc_tcga_broad_2016,TCGA-NC-A5HI-01,0
nsclc_tcga_broad_2016,TCGA-NC-A5HH-01,1
nsclc_tcga_broad_2016,TCGA-NC-A5HG-01,-1
nsclc_tcga_broad_2016,TCGA-NC-A5HF-01,0
nsclc_tcga_broad_2016,TCGA-NC-A5HE-01,1
nsclc_tcga_broad_2016,TCGA-NC-A5HD-01,-1
nsclc_tcga_broad_2016,TCGA-MF-A522-01,-1
nsclc_tcga_broad_2016,TCGA-77-8009-01,-1
nsclc_tcga_broad_2016,TCGA-77-8008-01,-1
nsclc_tcga_broad_2016,TCGA-77-8007-01,-1
nsclc_tcga_broad_2016,TCGA-90-7964-01,-1
nsclc_tcga_broad_2016,TCGA-85-7950-01,-1
nsclc_tcga_broad_2016,TCGA-94-7943-01,1
nsclc_tcga_broad_2016,TCGA-85-7844-01,0
nsclc_tcga_broad_2016,TCGA-85-7843-01,-1
nsclc_tcga_broad_2016,TCGA-56-7822-01,-1
nsclc_tcga_broad_2016,TCGA-52-7812-01,0
nsclc_tcga_broad_2016,TCGA-52-7810-01,1
nsclc_tcga_broad_2016,TCGA-52-7809-01,1
nsclc_tcga_broad_2016,TCGA-90-7769-01,0
nsclc_tcga_broad_2016,TCGA-90-7767-01,1
nsclc_tcga_broad_2016,TCGA-90-7766-01,0
nsclc_tcga_broad_2016,TCGA-68-7756-01,0
nsclc_tcga_broad_2016,TCGA-68-7755-01,1
nsclc_tcga_broad_2016,TCGA-56-7731-01,0
nsclc_tcga_broad_2016,TCGA-56-7730-01,1
nsclc_tcga_broad_2016,TCGA-85-7710-01,0
nsclc_tcga_broad_2016,TCGA-85-7699-01,-1
nsclc_tcga_broad_2016,TCGA-85-7698-01,0
nsclc_tcga_broad_2016,TCGA-85-7697-01,0
nsclc_tcga_broad_2016,TCGA-85-7696-01,-1
nsclc_tcga_broad_2016,TCGA-43-7658-01,1
nsclc_tcga_broad_2016,TCGA-43-7657-01,1
nsclc_tcga_broad_2016,TCGA-43-7656-01,0
nsclc_tcga_broad_2016,TCGA-52-7622-01,0
nsclc_tcga_broad_2016,TCGA-56-7582-01,0
nsclc_tcga_broad_2016,TCGA-56-7580-01,-1
nsclc_tcga_broad_2016,TCGA-56-7579-01,0
nsclc_tcga_broad_2016,TCGA-94-7557-01,0
nsclc_tcga_broad_2016,TCGA-96-7545-01,1
nsclc_tcga_broad_2016,TCGA-96-7544-01,-1
nsclc_tcga_broad_2016,TCGA-77-7465-01,-1
nsclc_tcga_broad_2016,TCGA-77-7463-01,1
nsclc_tcga_broad_2016,TCGA-98-7454-01,0
nsclc_tcga_broad_2016,TCGA-92-7341-01,0
nsclc_tcga_broad_2016,TCGA-77-7338-01,-1
nsclc_tcga_broad_2016,TCGA-77-7337-01,0
nsclc_tcga_broad_2016,TCGA-77-7335-01,0
nsclc_tcga_broad_2016,TCGA-56-7223-01,0
nsclc_tcga_broad_2016,TCGA-56-7222-01,-1
nsclc_tcga_broad_2016,TCGA-56-7221-01,1
nsclc_tcga_broad_2016,TCGA-77-7142-01,1
nsclc_tcga_broad_2016,TCGA-77-7141-01,-1
nsclc_tcga_broad_2016,TCGA-77-7140-01,1
nsclc_tcga_broad_2016,TCGA-77-7139-01,0
nsclc_tcga_broad_2016,TCGA-77-7138-01,1
nsclc_tcga_broad_2016,TCGA-51-6867-01,0
nsclc_tcga_broad_2016,TCGA-21-5783-01,1
nsclc_tcga_broad_2016,TCGA-43-5670-01,1
nsclc_tcga_broad_2016,TCGA-39-5040-01,0
nsclc_tcga_broad_2016,TCGA-22-4609-01,0
nsclc_tcga_broad_2016,TCGA-22-4605-01,0
nsclc_tcga_broad_2016,TCGA-33-4587-01,-1
nsclc_tcga_broad_2016,TCGA-60-2704-01,0
nsclc_tcga_broad_2016,TCGA-60-2703-01,0
nsclc_tcga_broad_2016,TCGA-60-2697-01,0
nsclc_tcga_broad_2016,TCGA-LA-A7SW-01,1
nsclc_tcga_broad_2016,TCGA-LA-A446-01,0
nsclc_tcga_broad_2016,TCGA-L3-A524-01,0
nsclc_tcga_broad_2016,TCGA-L3-A4E7-01,0
nsclc_tcga_broad_2016,TCGA-J1-A4AH-01,0
nsclc_tcga_broad_2016,TCGA-98-A53J-01,-1
nsclc_tcga_broad_2016,TCGA-98-A53I-01,0
nsclc_tcga_broad_2016,TCGA-98-A53C-01,0
nsclc_tcga_broad_2016,TCGA-98-A53B-01,1
nsclc_tcga_broad_2016,TCGA-98-A53A-01,1
nsclc_tcga_broad_2016,TCGA-98-A539-01,0
nsclc_tcga_broad_2016,TCGA-98-A538-01,-1
nsclc_tcga_broad_2016,TCGA-98-8023-01,0
nsclc_tcga_broad_2016,TCGA-98-8022-01,0
nsclc_tcga_broad_2016,TCGA-98-8021-01,0
nsclc_tcga_broad_2016,TCGA-98-8020-01,0
nsclc_tcga_broad_2016,TCGA-96-A4JL-01,0
nsclc_tcga_broad_2016,TCGA-96-A4JK-01,1
nsclc_tcga_broad_2016,TCGA-96-8170-01,0
nsclc_tcga_broad_2016,TCGA-96-8169-01,1
nsclc_tcga_broad_2016,TCGA-94-A5I6-01,0
nsclc_tcga_broad_2016,TCGA-94-A5I4-01,0
nsclc_tcga_broad_2016,TCGA-94-A4VJ-01,1
nsclc_tcga_broad_2016,TCGA-94-8491-01,0
nsclc_tcga_broad_2016,TCGA-94-8490-01,-1
nsclc_tcga_broad_2016,TCGA-94-8035-01,-1
nsclc_tcga_broad_2016,TCGA-94-7033-01,0
nsclc_tcga_broad_2016,TCGA-92-8065-01,0
nsclc_tcga_broad_2016,TCGA-92-8064-01,1
nsclc_tcga_broad_2016,TCGA-92-8063-01,0
nsclc_tcga_broad_2016,TCGA-90-A59Q-01,-1
nsclc_tcga_broad_2016,TCGA-90-A4EE-01,1
nsclc_tcga_broad_2016,TCGA-90-A4ED-01,0
nsclc_tcga_broad_2016,TCGA-90-6837-01,0
nsclc_tcga_broad_2016,TCGA-85-A5B5-01,-1
nsclc_tcga_broad_2016,TCGA-85-A53L-01,-1
nsclc_tcga_broad_2016,TCGA-85-A513-01,0
nsclc_tcga_broad_2016,TCGA-85-A512-01,0
nsclc_tcga_broad_2016,TCGA-85-A511-01,0
nsclc_tcga_broad_2016,TCGA-85-A510-01,-1
nsclc_tcga_broad_2016,TCGA-85-A50Z-01,0
nsclc_tcga_broad_2016,TCGA-85-A50M-01,1
nsclc_tcga_broad_2016,TCGA-85-A4QR-01,-1
nsclc_tcga_broad_2016,TCGA-85-A4QQ-01,-1
nsclc_tcga_broad_2016,TCGA-85-A4PA-01,0
nsclc_tcga_broad_2016,TCGA-85-A4JC-01,-1
nsclc_tcga_broad_2016,TCGA-85-A4JB-01,1
nsclc_tcga_broad_2016,TCGA-85-A4CN-01,1
nsclc_tcga_broad_2016,TCGA-85-A4CL-01,0
nsclc_tcga_broad_2016,TCGA-85-8666-01,0
nsclc_tcga_broad_2016,TCGA-85-8664-01,0
nsclc_tcga_broad_2016,TCGA-85-8584-01,0
nsclc_tcga_broad_2016,TCGA-85-8582-01,0
nsclc_tcga_broad_2016,TCGA-85-8580-01,0
nsclc_tcga_broad_2016,TCGA-85-8481-01,0
nsclc_tcga_broad_2016,TCGA-85-8479-01,-1
nsclc_tcga_broad_2016,TCGA-85-8355-01,0
nsclc_tcga_broad_2016,TCGA-85-8354-01,0
nsclc_tcga_broad_2016,TCGA-85-8353-01,-1
nsclc_tcga_broad_2016,TCGA-85-8352-01,-1
nsclc_tcga_broad_2016,TCGA-85-8351-01,0
nsclc_tcga_broad_2016,TCGA-85-8350-01,0
nsclc_tcga_broad_2016,TCGA-85-8288-01,-1
nsclc_tcga_broad_2016,TCGA-85-8287-01,0
nsclc_tcga_broad_2016,TCGA-85-8277-01,1
nsclc_tcga_broad_2016,TCGA-85-8276-01,1
nsclc_tcga_broad_2016,TCGA-85-8072-01,0
nsclc_tcga_broad_2016,TCGA-85-8071-01,0
nsclc_tcga_broad_2016,TCGA-85-8070-01,0
nsclc_tcga_broad_2016,TCGA-85-8052-01,0
nsclc_tcga_broad_2016,TCGA-85-8049-01,0
nsclc_tcga_broad_2016,TCGA-85-8048-01,0
nsclc_tcga_broad_2016,TCGA-85-6798-01,0
nsclc_tcga_broad_2016,TCGA-85-6561-01,-1
nsclc_tcga_broad_2016,TCGA-85-6560-01,1
nsclc_tcga_broad_2016,TCGA-85-6175-01,0
nsclc_tcga_broad_2016,TCGA-79-5596-01,0
nsclc_tcga_broad_2016,TCGA-77-A5GH-01,0
nsclc_tcga_broad_2016,TCGA-77-A5GF-01,-1
nsclc_tcga_broad_2016,TCGA-77-A5GB-01,1
nsclc_tcga_broad_2016,TCGA-77-A5GA-01,-1
nsclc_tcga_broad_2016,TCGA-77-A5G8-01,0
nsclc_tcga_broad_2016,TCGA-77-A5G7-01,1
nsclc_tcga_broad_2016,TCGA-77-A5G6-01,1
nsclc_tcga_broad_2016,TCGA-77-A5G3-01,1
nsclc_tcga_broad_2016,TCGA-77-A5G1-01,1
nsclc_tcga_broad_2016,TCGA-77-A5FZ-01,0
nsclc_tcga_broad_2016,TCGA-77-8156-01,0
nsclc_tcga_broad_2016,TCGA-77-8154-01,0
nsclc_tcga_broad_2016,TCGA-77-8153-01,1
nsclc_tcga_broad_2016,TCGA-77-8150-01,-1
nsclc_tcga_broad_2016,TCGA-77-8148-01,-1
nsclc_tcga_broad_2016,TCGA-77-8145-01,0
nsclc_tcga_broad_2016,TCGA-77-8144-01,1
nsclc_tcga_broad_2016,TCGA-77-8143-01,1
nsclc_tcga_broad_2016,TCGA-77-8140-01,0
nsclc_tcga_broad_2016,TCGA-77-8139-01,1
nsclc_tcga_broad_2016,TCGA-77-8138-01,-1
nsclc_tcga_broad_2016,TCGA-77-8136-01,0
nsclc_tcga_broad_2016,TCGA-77-8133-01,-1
nsclc_tcga_broad_2016,TCGA-77-8131-01,0
nsclc_tcga_broad_2016,TCGA-77-8130-01,0
nsclc_tcga_broad_2016,TCGA-77-8128-01,0
nsclc_tcga_broad_2016,TCGA-77-6845-01,1
nsclc_tcga_broad_2016,TCGA-77-6844-01,-1
nsclc_tcga_broad_2016,TCGA-77-6843-01,0
nsclc_tcga_broad_2016,TCGA-77-6842-01,1
nsclc_tcga_broad_2016,TCGA-70-6723-01,1
nsclc_tcga_broad_2016,TCGA-70-6722-01,0
nsclc_tcga_broad_2016,TCGA-6A-AB49-01,0
nsclc_tcga_broad_2016,TCGA-68-A59J-01,-1
nsclc_tcga_broad_2016,TCGA-68-8251-01,0
nsclc_tcga_broad_2016,TCGA-68-8250-01,-1
nsclc_tcga_broad_2016,TCGA-68-7757-01,0
nsclc_tcga_broad_2016,TCGA-66-2800-01,-1
nsclc_tcga_broad_2016,TCGA-66-2795-01,0
nsclc_tcga_broad_2016,TCGA-66-2794-01,0
nsclc_tcga_broad_2016,TCGA-66-2793-01,-1
nsclc_tcga_broad_2016,TCGA-66-2792-01,1
nsclc_tcga_broad_2016,TCGA-66-2791-01,1
nsclc_tcga_broad_2016,TCGA-66-2789-01,-1
nsclc_tcga_broad_2016,TCGA-66-2788-01,0
nsclc_tcga_broad_2016,TCGA-66-2787-01,-1
nsclc_tcga_broad_2016,TCGA-66-2786-01,1
nsclc_tcga_broad_2016,TCGA-66-2785-01,1
nsclc_tcga_broad_2016,TCGA-66-2783-01,0
nsclc_tcga_broad_2016,TCGA-66-2782-01,-1
nsclc_tcga_broad_2016,TCGA-66-2781-01,1
nsclc_tcga_broad_2016,TCGA-66-2780-01,0
nsclc_tcga_broad_2016,TCGA-66-2778-01,0
nsclc_tcga_broad_2016,TCGA-66-2777-01,1
nsclc_tcga_broad_2016,TCGA-66-2773-01,0
nsclc_tcga_broad_2016,TCGA-66-2771-01,1
nsclc_tcga_broad_2016,TCGA-66-2770-01,1
nsclc_tcga_broad_2016,TCGA-66-2769-01,0
nsclc_tcga_broad_2016,TCGA-66-2767-01,1
nsclc_tcga_broad_2016,TCGA-66-2766-01,1
nsclc_tcga_broad_2016,TCGA-66-2765-01,1
nsclc_tcga_broad_2016,TCGA-66-2763-01,0
nsclc_tcga_broad_2016,TCGA-66-2759-01,-1
nsclc_tcga_broad_2016,TCGA-66-2758-01,-1
nsclc_tcga_broad_2016,TCGA-66-2757-01,0
nsclc_tcga_broad_2016,TCGA-66-2756-01,1
nsclc_tcga_broad_2016,TCGA-66-2755-01,0
nsclc_tcga_broad_2016,TCGA-66-2754-01,0
nsclc_tcga_broad_2016,TCGA-66-2744-01,1
nsclc_tcga_broad_2016,TCGA-66-2742-01,-1
nsclc_tcga_broad_2016,TCGA-66-2734-01,1
nsclc_tcga_broad_2016,TCGA-66-2727-01,0
nsclc_tcga_broad_2016,TCGA-63-A5MY-01,0
nsclc_tcga_broad_2016,TCGA-63-A5MW-01,1
nsclc_tcga_broad_2016,TCGA-63-A5MV-01,1
nsclc_tcga_broad_2016,TCGA-63-A5MU-01,0
nsclc_tcga_broad_2016,TCGA-63-A5MT-01,0
nsclc_tcga_broad_2016,TCGA-63-A5MS-01,0
nsclc_tcga_broad_2016,TCGA-63-A5MR-01,0
nsclc_tcga_broad_2016,TCGA-63-A5MP-01,0
nsclc_tcga_broad_2016,TCGA-63-A5MN-01,0
nsclc_tcga_broad_2016,TCGA-63-A5MM-01,0
nsclc_tcga_broad_2016,TCGA-63-A5ML-01,1
nsclc_tcga_broad_2016,TCGA-63-A5MJ-01,-1
nsclc_tcga_broad_2016,TCGA-63-A5MI-01,1
nsclc_tcga_broad_2016,TCGA-63-A5MH-01,-1
nsclc_tcga_broad_2016,TCGA-63-A5MG-01,0
nsclc_tcga_broad_2016,TCGA-63-A5MB-01,0
nsclc_tcga_broad_2016,TCGA-63-A5M9-01,1
nsclc_tcga_broad_2016,TCGA-63-7023-01,0
nsclc_tcga_broad_2016,TCGA-63-7022-01,0
nsclc_tcga_broad_2016,TCGA-63-7021-01,0
nsclc_tcga_broad_2016,TCGA-63-7020-01,1
nsclc_tcga_broad_2016,TCGA-63-6202-01,0
nsclc_tcga_broad_2016,TCGA-63-5131-01,1
nsclc_tcga_broad_2016,TCGA-63-5128-01,0
nsclc_tcga_broad_2016,TCGA-60-2726-01,2
nsclc_tcga_broad_2016,TCGA-60-2725-01,0
nsclc_tcga_broad_2016,TCGA-60-2724-01,-1
nsclc_tcga_broad_2016,TCGA-60-2723-01,0
nsclc_tcga_broad_2016,TCGA-60-2722-01,-1
nsclc_tcga_broad_2016,TCGA-60-2721-01,0
nsclc_tcga_broad_2016,TCGA-60-2720-01,1
nsclc_tcga_broad_2016,TCGA-60-2719-01,1
